id	term	count
5441	main topic	10
5442	to quantify	10
5443	and related	10
5444	biomedical research	10
5445	of four	10
5446	a considerable	10
5447	and similarity	10
5448	corpus in	10
5449	exploration of	10
5450	classifier and	10
5451	sentimental analysis	10
5452	and second	10
5453	content analysis	10
5454	a prototype	10
5455	maximum entropy	10
5456	and random	10
5457	movie and	10
5458	of analysis	10
5459	regard to	10
5460	of positive	10
5461	represented in	10
5462	and corpus	10
5463	and future	10
5464	expert in	10
5465	and analyzed	10
5466	cluster and	10
5467	is defined	10
5468	and emotion	10
5469	research question	10
5470	of algorithm	10
5471	on biomedical	10
5472	network based	10
5473	word frequency	10
5474	given document	10
5475	focus of	10
5476	and trend	10
5477	statistical analysis	10
5478	government and	10
5479	subjective information	10
5480	controlled vocabulary	10
5481	and clinical	10
5482	corpus a	10
5483	three main	10
5484	on top	10
5485	knowledge management	10
5486	a query	10
5487	processing in	10
5488	represented a	10
5489	extraction approach	10
5490	proved to	10
5491	textual description	10
5492	automatic classification	10
5493	advent of	10
5494	intelligent system	10
5495	a whole	10
5496	feature a	10
5497	on document	10
5498	define a	10
5499	to infer	10
5500	text preprocessing	10
5501	and disease	10
5502	and reduce	10
5503	future direction	10
5504	of generating	10
5505	plain text	10
5506	biomedical named	10
5507	system achieves	10
5508	document written	10
5509	robustness of	10
5510	various field	10
5511	attention in	10
5512	employ a	10
5513	in parallel	10
5514	annotated data	10
5515	in human	10
5516	is growing	10
5517	a semi-supervised	10
5518	classifier in	10
5519	to filter	10
5520	essential task	10
5521	employed in	10
5522	information contained	10
5523	twitter is	10
5524	via a	10
5525	of patent	10
5526	report on	10
5527	lexical and	10
5528	implement a	10
5529	on machine	10
5530	even though	10
5531	of clustering	10
5532	a diverse	10
5533	by extracting	10
5534	and by	10
5535	evaluation is	10
5536	and analyzing	10
5537	comparative study	10
5538	technique based	10
5539	sarcasm in	10
5540	significantly outperforms	10
5541	ha attracted	10
5542	across multiple	10
5543	linguistic resource	10
5544	framework and	10
5545	system by	10
5546	person name	10
5547	traditional approach	10
5548	every day	10
5549	opinion expressed	10
5550	to convert	10
5551	patient record	10
5552	to social	10
5553	domain-specific text	10
5554	practical application	10
5555	a training	10
5556	recall of	10
5557	raw data	10
5558	mining problem	10
5559	different source	10
5560	wikipedia article	10
5561	aimed at	10
5562	of software	10
5563	a form	10
5564	analysis tool	10
5565	clinical narrative	10
5566	health information	10
5567	management system	10
5568	network of	10
5569	hard to	10
5570	of individual	10
5571	syntactic feature	10
5572	method called	10
5573	domain expert	10
5574	time consuming	10
5575	algorithm ha	10
5576	important information	10
5577	of english	10
5578	effective method	10
5579	and automated	10
5580	to more	10
5581	self-organizing map	10
5582	and low	10
5583	semantic orientation	10
5584	popular in	10
5585	a support	10
5586	of wikipedia	10
5587	effectiveness and	10
5588	faculty member	10
5589	chinese text	10
5590	stemming algorithm	10
5591	technique on	10
5592	language independent	10
5593	native language	10
5594	semantic search	10
5595	of biological	10
5596	pattern matching	10
5597	bursty feature	10
5598	unlabeled data	10
5599	in fact	10
5600	string kernel	10
5601	disease hierarchy	10
5602	wa proposed	9
5603	score and	9
5604	today s	9
5605	not provide	9
5606	legal text	9
5607	and produce	9
5608	effort in	9
5609	task due	9
5610	stream of	9
5611	literature review	9
5612	frequently used	9
5613	phase of	9
5614	of multiple	9
5615	tree and	9
5616	on average	9
5617	and analyse	9
5618	algorithm on	9
5619	lexical database	9
5620	weight to	9
5621	university of	9
5622	scientific document	9
5623	of traditional	9
5624	importance in	9
5625	field in	9
5626	hierarchy of	9
5627	challenging problem	9
5628	in modern	9
5629	performance evaluation	9
5630	is found	9
5631	found to	9
5632	and textual	9
5633	way in	9
5634	by employing	9
5635	proposal is	9
5636	relevant data	9
5637	existing model	9
5638	web application	9
5639	analyzing and	9
5640	adapted to	9
5641	by exploiting	9
5642	in previous	9
5643	message in	9
5644	direction in	9
5645	value in	9
5646	to realize	9
5647	mining technology	9
5648	best performance	9
5649	model trained	9
5650	model outperforms	9
5651	feature is	9
5652	research study	9
5653	a need	9
5654	data of	9
5655	user interest	9
5656	in time	9
5657	information a	9
5658	algorithm used	9
5659	experiment conducted	9
5660	existing technique	9
5661	emotion recognition	9
5662	comparable to	9
5663	is calculated	9
5664	and lexicon	9
5665	a latent	9
5666	a mixture	9
5667	may contain	9
5668	to accomplish	9
5669	and named	9
5670	perform well	9
5671	input and	9
5672	rule of	9
5673	non-negative matrix	9
5674	is implemented	9
5675	becoming a	9
5676	document on	9
5677	in digital	9
5678	digital library	9
5679	element of	9
5680	now a	9
5681	existence of	9
5682	many approach	9
5683	main challenge	9
5684	embeddings and	9
5685	various type	9
5686	and entity	9
5687	in nlp	9
5688	classifier to	9
5689	word level	9
5690	work a	9
5691	several text	9
5692	is critical	9
5693	first time	9
5694	input text	9
5695	wa tested	9
5696	structured representation	9
5697	existing text	9
5698	unsupervised learning	9
5699	machine learning-based	9
5700	a survey	9
5701	external knowledge	9
5702	by utilizing	9
5703	low accuracy	9
5704	main objective	9
5705	expression and	9
5706	objective function	9
5707	summarization system	9
5708	important part	9
5709	of attention	9
5710	attention of	9
5711	and challenge	9
5712	and sentence	9
5713	a short	9
5714	and naïve	9
5715	interaction and	9
5716	in review	9
5717	relatedness measure	9
5718	judgment of	9
5719	processing ha	9
5720	computational model	9
5721	of analyzing	9
5722	a long	9
5723	processing method	9
5724	allows to	9
5725	algorithm wa	9
5726	probability of	9
5727	to cope	9
5728	emotion lexicon	9
5729	analyzed and	9
5730	processing to	9
5731	a dictionary	9
5732	similarity is	9
5733	creative common	9
5734	cc by	9
5735	prediction accuracy	9
5736	wa applied	9
5737	cancer text	9
5738	of system	9
5739	graph-based text	9
5740	a lack	9
5741	a formal	9
5742	state-of-the-art baseline	9
5743	ambiguity and	9
5744	in multiple	9
5745	research inc	9
5746	negation detection	9
5747	fact and	9
5748	linked to	9
5749	opinion word	9
5750	dependency parsing	9
5751	medium is	9
5752	to consider	9
5753	written text	9
5754	data sparsity	9
5755	recall rate	9
5756	method achieves	9
5757	class and	9
5758	document retrieval	9
5759	po tagging	9
5760	article to	9
5761	technique by	9
5762	multi-label classification	9
5763	ambiguity of	9
5764	website and	9
5765	of health	9
5766	generating a	9
5767	thousand of	9
5768	generation and	9
5769	is needed	9
5770	architecture and	9
5771	a strong	9
5772	community detection	9
5773	built a	9
5774	recognition system	9
5775	behavior of	9
5776	applicability of	9
5777	a technique	9
5778	language understanding	9
5779	domain-specific knowledge	9
5780	extraction process	9
5781	finding of	9
5782	automatically generated	9
5783	done on	9
5784	use and	9
5785	state-of-the-art system	9
5786	algorithm by	9
5787	and multiple	9
5788	a proposed	9
5789	of post	9
5790	report and	9
5791	by incorporating	9
5792	assigned to	9
5793	to remove	9
5794	is extracted	9
5795	introduced to	9
5796	centrality measure	9
5797	a decision	9
5798	and even	9
5799	different sentiment	9
5800	transition technique	9
5801	driven by	9
5802	blog and	9
5803	emphasis on	9
5804	extracting and	9
5805	approach outperforms	9
5806	by integrating	9
5807	speed of	9
5808	sequential pattern	9
5809	people to	9
5810	on real	9
5811	detailed analysis	9
5812	to satisfy	9
5813	of some	9
5814	and rating	9
5815	community in	9
5816	classified a	9
5817	term is	9
5818	mining software	9
5819	ranking of	9
5820	by analyzing	9
5821	a difficult	9
5822	information ha	9
5823	relation and	9
5824	k-means clustering	9
5825	and structure	9
5826	built on	9
5827	made to	9
5828	syntactic information	9
5829	a preliminary	9
5830	publication and	9
5831	and at	9
5832	at least	9
5833	author profiling	9
5834	to ensure	9
5835	ontology construction	9
5836	introduced a	9
5837	lexicon of	9
5838	and help	9
5839	trend and	9
5840	led to	9
5841	is widely	9
5842	by oxford	9
5843	oxford university	9
5844	relevance feedback	9
5845	to access	9
5846	and polarity	9
5847	is measured	9
5848	and scientific	9
5849	text sentiment	9
5850	wa achieved	9
5851	opinion in	9
5852	discharge summary	9
5853	expert and	9
5854	by automatically	9
5855	of novel	9
5856	is composed	9
5857	product design	9
5858	jatit lls	9
5859	and limitation	9
5860	fuzzy set	9
5861	approach a	9
5862	feature opinion	9
5863	probabilistic model	9
5864	of noun	9
5865	document level	9
5866	lexicon based	9
5867	evaluation and	9
5868	of financial	9
5869	web site	9
5870	applicable to	9
5871	a parallel	9
5872	medline abstract	9
5873	on sentiment	9
5874	system performance	9
5875	to offer	9
5876	translation model	9
5877	a bag	9
5878	annotation and	9
5879	exist in	9
5880	question retrieval	9
5881	much of	9
5882	of domain-specific	9
5883	construction and	9
5884	test collection	9
5885	distant supervision	9
5886	biological database	9
5887	information access	9
5888	bidirectional lstm	8
5889	by introducing	8
5890	and identifying	8
5891	time to	8
5892	in spite	8
5893	spite of	8
5894	literature in	8
5895	supported by	8
5896	and technology	8
5897	method proposed	8
5898	volume and	8
5899	medium content	8
5900	to human	8
5901	prior work	8
5902	news story	8
5903	platform and	8
5904	market and	8
5905	analysis by	8
5906	customer feedback	8
5907	technique used	8
5908	and identify	8
5909	several technique	8
5910	work and	8
5911	best performing	8
5912	a hierarchy	8
5913	a binary	8
5914	various domain	8
5915	step of	8
5916	fundamental task	8
5917	wealth of	8
5918	of literature	8
5919	relating to	8
5920	perform better	8
5921	infectious disease	8
5922	useful and	8
5923	relevant and	8
5924	process by	8
5925	germany part	8
5926	related work	8
5927	query expansion	8
5928	challenging issue	8
5929	previous research	8
5930	evaluation metric	8
5931	to date	8
5932	human and	8
5933	important feature	8
5934	practical and	8
5935	electronic medical	8
5936	effective text	8
5937	ha received	8
5938	achieve better	8
5939	learning process	8
5940	rating of	8
5941	interested in	8
5942	to maintain	8
5943	visibility of	8
5944	a mean	8
5945	extract feature	8
5946	k-nearest neighbor	8
5947	interest and	8
5948	user preference	8
5949	emotion and	8
5950	capability of	8
5951	becoming increasingly	8
5952	text retrieval	8
5953	document based	8
5954	to reveal	8
5955	different word	8
5956	and domain	8
5957	parsing technique	8
5958	on multiple	8
5959	in news	8
5960	of extracted	8
5961	post and	8
5962	a domain-specific	8
5963	not always	8
5964	creating a	8
5965	idea is	8
5966	singular value	8
5967	value decomposition	8
5968	extraction algorithm	8
5969	difficulty in	8
5970	textual feature	8
5971	and process	8
5972	extraction in	8
5973	not a	8
5974	different aspect	8
5975	intended to	8
5976	become more	8
5977	similar word	8
5978	application including	8
5979	finding and	8
5980	likely to	8
5981	and chinese	8
5982	of keywords	8
5983	first a	8
5984	on short	8
5985	critical to	8
5986	to attract	8
5987	parsing and	8
5988	based text	8
5989	entropy and	8
5990	of disease	8
5991	image and	8
5992	detecting and	8
5993	of recent	8
5994	various approach	8
5995	lexical semantic	8
5996	temporal expression	8
5997	is utilized	8
5998	summary and	8
5999	article in	8
6000	learning system	8
6001	language like	8
6002	question in	8
6003	fully automated	8
6004	a clustering	8
6005	is tested	8
6006	on real-world	8
6007	real-world datasets	8
6008	solution is	8
6009	and software	8
6010	and learning	8
6011	is feasible	8
6012	query and	8
6013	of design	8
6014	and precision	8
6015	bayes classifier	8
6016	higher accuracy	8
6017	year and	8
6018	similarity metric	8
6019	average of	8
6020	methodology and	8
6021	to natural	8
6022	of artificial	8
6023	resource to	8
6024	massive amount	8
6025	language technology	8
6026	to transform	8
6027	newspaper article	8
6028	and evaluating	8
6029	and neutral	8
6030	a keyword	8
6031	a lexicon-based	8
6032	and understanding	8
6033	learning of	8
6034	to biomedical	8
6035	review in	8
6036	by providing	8
6037	technique ha	8
6038	dictionary of	8
6039	improvement on	8
6040	of publication	8
6041	interaction of	8
6042	visualization and	8
6043	processing a	8
6044	common license	8
6045	license attribution	8
6046	and applied	8
6047	statistically significant	8
6048	modeling approach	8
6049	linguistics and	8
6050	a sequence	8
6051	in sentence	8
6052	set is	8
6053	area and	8
6054	crucial role	8
6055	ad hoc	8
6056	and performance	8
6057	and online	8
6058	and structured	8
6059	annotated by	8
6060	mining shared	8
6061	of manually	8
6062	topic discussed	8
6063	analysis at	8
6064	characteristic and	8
6065	application domain	8
6066	and comparison	8
6067	word based	8
6068	model wa	8
6069	mainly focus	8
6070	mining pipeline	8
6071	consist of	8
6072	a graph-based	8
6073	and applies	8
6074	f-measure of	8
6075	achieves a	8
6076	a comparative	8
6077	syntactic structure	8
6078	by computer	8
6079	a widely	8
6080	implemented a	8
6081	in tweet	8
6082	helpful in	8
6083	high performance	8
6084	variation of	8
6085	a massive	8
6086	category and	8
6087	svm and	8
6088	impossible to	8
6089	monitoring and	8
6090	developed and	8
6091	of article	8
6092	and challenging	8
6093	sentiment classifier	8
6094	get a	8
6095	forest and	8
6096	and decision	8
6097	achieved a	8
6098	belonging to	8
6099	only on	8
6100	of life	8
6101	referred to	8
6102	and gene	8
6103	local context	8
6104	based feature	8
6105	consideration of	8
6106	in question	8
6107	average f	8
6108	of cluster	8
6109	a software	8
6110	pubmed abstract	8
6111	and resource	8
6112	on english	8
6113	to illustrate	8
6114	support of	8
6115	perspective and	8
6116	phrase and	8
6117	classification a	8
6118	of detecting	8
6119	proposed solution	8
6120	and quantitative	8
6121	of answer	8
6122	by creating	8
6123	to online	8
6124	group llc	8
6125	in financial	8
6126	a two-step	8
6127	manual curation	8
6128	input to	8
6129	set to	8
6130	important source	8
6131	structural information	8
6132	detection model	8
6133	a generic	8
6134	well known	8
6135	prediction model	8
6136	available to	8
6137	preliminary experiment	8
6138	in performance	8
6139	speech recognition	8
6140	quality and	8
6141	reputation system	8
6142	text segmentation	8
6143	phrase a	8
6144	used is	8
6145	analyzed to	8
6146	multiple text	8
6147	modeling and	8
6148	and link	8
6149	programming language	8
6150	statistic and	8
6151	structure to	8
6152	user experience	8
6153	question type	8
6154	important step	8
6155	meaning and	8
6156	data collected	8
6157	of providing	8
6158	and effective	8
6159	word length	8
6160	and recommendation	8
6161	entity is	8
6162	processing application	8
6163	a complete	8
6164	significantly improves	8
6165	financial news	8
6166	a candidate	8
6167	efficient way	8
6168	similarity in	8
6169	in three	8
6170	and accuracy	8
6171	described by	8
6172	index and	8
6173	automatically identify	8
6174	medical data	8
6175	linked data	8
6176	structured form	8
6177	a range	8
6178	practical implication	8
6179	software tool	8
6180	decision maker	8
6181	numerical rating	8
6182	mining sentiment	8
6183	a growing	8
6184	to reflect	8
6185	a target	8
6186	making use	8
6187	and classifying	8
6188	product sale	8
6189	relationship extraction	8
6190	linguistic analysis	8
6191	existing research	8
6192	similarity to	8
6193	focus in	8
6194	segmentation and	8
6195	discriminant analysis	8
6196	in patent	8
6197	science is	8
6198	analytics and	8
6199	emotion detection	8
6200	information by	8
6201	of intelligent	8
6202	inference rule	8
6203	research publication	8
6204	on standard	8
6205	to characterize	8
6206	technology a	8
6207	and keywords	8
6208	review dataset	8
6209	sentence similarity	8
6210	online community	8
6211	based model	8
6212	and event	8
6213	three type	8
6214	in real-world	8
6215	of class	8
6216	research of	8
6217	statistical approach	8
6218	trend prediction	8
6219	location of	8
6220	ha led	8
6221	feature type	8
6222	help u	8
6223	is created	8
6224	system developed	8
6225	a conceptual	8
6226	posted on	8
6227	a biomedical	8
6228	and comment	8
6229	and applying	8
6230	a source	8
6231	measured by	8
6232	and generation	8
6233	of electronics	8
6234	of query	8
6235	even if	8
6236	many natural	8
6237	people in	8
6238	of computational	8
6239	document sentence	8
6240	implemented to	8
6241	variant of	8
6242	structured and	8
6243	user requirement	8
6244	log file	8
6245	section of	8
6246	analysis task	8
6247	automatic keyword	8
6248	a message	8
6249	second step	8
6250	fuzzy ontology	8
6251	not necessarily	8
6252	legal document	8
6253	ontology to	8
6254	sentiment word	8
6255	developed based	8
6256	testing and	8
6257	a basis	8
6258	location and	8
6259	textual analysis	8
6260	concept a	8
6261	protein-protein interaction	8
6262	proposing a	8
6263	on some	8
6264	proposed text	8
6265	important issue	8
6266	added to	8
6267	concept map	8
6268	polarity and	8
6269	and protein	8
6270	contribution to	8
6271	training corpus	8
6272	indian language	8
6273	negative emotion	8
6274	license to	8
6275	training time	8
6276	encoded in	8
6277	is first	8
6278	md a	8
6279	web to	8
6280	knowledge model	8
6281	to include	8
6282	topic time	8
6283	refer to	8
6284	hindi and	8
6285	gloss vector	8
6286	london limited	8
6287	tag line	8
6288	many research	7
6289	a focus	7
6290	on deep	7
6291	of learning	7
6292	benchmark dataset	7
6293	great potential	7
6294	technology is	7
6295	and ambiguity	7
6296	a qualitative	7
6297	a thorough	7
6298	company to	7
6299	a step	7
6300	of legal	7
6301	advantage and	7
6302	tf idf	7
6303	to summarize	7
6304	description and	7
6305	rhetorical structure	7
6306	is quite	7
6307	study ha	7
6308	of medium	7
6309	process a	7
6310	to three	7
6311	is time-consuming	7
6312	time-consuming and	7
6313	extraction task	7
6314	food delivery	7
6315	delivery service	7
6316	by reducing	7
6317	factor of	7
6318	future work	7
6319	advanced engineering	7
6320	detection system	7
6321	measure to	7
6322	f-measure and	7
6323	a predefined	7
6324	summarization task	7
6325	creates a	7
6326	graph theory	7
6327	of semantically	7
6328	coreference resolution	7
6329	and model	7
6330	even more	7
6331	a thesaurus	7
6332	of manual	7
6333	extraction by	7
6334	classification process	7
6335	retrieval model	7
6336	summarization technique	7
6337	neural network-based	7
6338	extract a	7
6339	a measure	7
6340	of temporal	7
6341	technology in	7
6342	ha grown	7
6343	rich source	7
6344	medical research	7
6345	medical information	7
6346	a chinese	7
6347	on knowledge	7
6348	online shopping	7
6349	semantic meaning	7
6350	without considering	7
6351	across different	7
6352	main focus	7
6353	focus is	7
6354	of tool	7
6355	user behavior	7
6356	removal and	7
6357	experiment and	7
6358	in classifying	7
6359	selection technique	7
6360	k-nearest neighbour	7
6361	bag-of-words model	7
6362	corresponding to	7
6363	and latent	7
6364	drawback of	7
6365	significant role	7
6366	a in	7
6367	to bring	7
6368	and qualitative	7
6369	to existing	7
6370	noisy data	7
6371	analytics to	7
6372	of stock	7
6373	applying natural	7
6374	extract opinion	7
6375	fact in	7
6376	regardless of	7
6377	by expert	7
6378	crucial step	7
6379	and domain-specific	7
6380	a suitable	7
6381	source to	7
6382	word co-occurrence	7
6383	enhanced by	7
6384	word similarity	7
6385	a person	7
6386	a reliable	7
6387	is intended	7
6388	and healthcare	7
6389	sentiment information	7
6390	beneficial to	7
6391	development process	7
6392	semi-supervised learning	7
6393	and training	7
6394	target of	7
6395	determined by	7
6396	london ltd	7
6397	more general	7
6398	current study	7
6399	document understanding	7
6400	summary in	7
6401	vector to	7
6402	drug repurposing	7
6403	mechanism of	7
6404	customer satisfaction	7
6405	response and	7
6406	and contextual	7
6407	higher level	7
6408	manner and	7
6409	vector in	7
6410	art in	7
6411	specific information	7
6412	medical concept	7
6413	important aspect	7
6414	take a	7
6415	success in	7
6416	learning architecture	7
6417	automated approach	7
6418	text datasets	7
6419	a weighted	7
6420	recent work	7
6421	by presenting	7
6422	of automated	7
6423	mention in	7
6424	is discussed	7
6425	domain in	7
6426	s query	7
6427	and professional	7
6428	data wa	7
6429	is text	7
6430	adopt a	7
6431	first to	7
6432	principal component	7
6433	text source	7
6434	in processing	7
6435	and f-score	7
6436	and system	7
6437	in area	7
6438	technique applied	7
6439	a syntactic	7
6440	of patient	7
6441	artificial neural	7
6442	negative word	7
6443	entity linking	7
6444	measure based	7
6445	first stage	7
6446	text summary	7
6447	in semantic	7
6448	coal mine	7
6449	modeling of	7
6450	group and	7
6451	different field	7
6452	first phase	7
6453	second phase	7
6454	discovery in	7
6455	is described	7
6456	ontology of	7
6457	position and	7
6458	in advance	7
6459	of significant	7
6460	key component	7
6461	unstructured document	7
6462	document of	7
6463	identified and	7
6464	different category	7
6465	statistical information	7
6466	accuracy precision	7
6467	ha used	7
6468	summarization question	7
6469	a subject	7
6470	a computer	7
6471	perception of	7
6472	to specific	7
6473	recent advance	7
6474	done in	7
6475	useful knowledge	7
6476	emotion in	7
6477	outcome of	7
6478	dependency graph	7
6479	consists in	7
6480	performed to	7
6481	and individual	7
6482	of death	7
6483	scientific community	7
6484	medical text	7
6485	graph to	7
6486	of conceptual	7
6487	main issue	7
6488	research gap	7
6489	component and	7
6490	to concept	7
6491	however a	7
6492	study focus	7
6493	short term	7
6494	superiority of	7
6495	major issue	7
6496	remains a	7
6497	bidirectional long	7
6498	on data	7
6499	market sentiment	7
6500	a ontology	7
6501	to acquire	7
6502	medical report	7
6503	aspect-level sentiment	7
6504	word by	7
6505	on four	7
6506	and need	7
6507	prototype system	7
6508	preprocessing technique	7
6509	influence on	7
6510	share information	7
6511	is generated	7
6512	user generated	7
6513	term to	7
6514	proposed hybrid	7
6515	individual and	7
6516	and not	7
6517	a second	7
6518	information mining	7
6519	recommendation system	7
6520	embedding method	7
6521	by adopting	7
6522	by clustering	7
6523	conducted in	7
6524	a deeper	7
6525	parameter of	7
6526	wa carried	7
6527	semantic vector	7
6528	categorization and	7
6529	drug and	7
6530	learning ha	7
6531	opinion analysis	7
6532	a test	7
6533	feature subset	7
6534	and implicit	7
6535	of evaluation	7
6536	classification text	7
6537	research focus	7
6538	gene ontology	7
6539	document similarity	7
6540	similarity calculation	7
6541	is better	7
6542	conducted a	7
6543	example to	7
6544	respectively and	7
6545	variant and	7
6546	a part-of-speech	7
6547	medical document	7
6548	conference is	7
6549	of historical	7
6550	computer society	7
6551	annotated dataset	7
6552	stemming and	7
6553	a linguistic	7
6554	automatic and	7
6555	and build	7
6556	entity to	7
6557	in predicting	7
6558	labeled training	7
6559	various technique	7
6560	to outperform	7
6561	whether a	7
6562	text segment	7
6563	body of	7
6564	a pipeline	7
6565	to translate	7
6566	is mainly	7
6567	context information	7
6568	representation in	7
6569	on online	7
6570	and tracking	7
6571	german text	7
6572	in form	7
6573	is written	7
6574	on more	7
6575	of lexical	7
6576	starting point	7
6577	a time	7
6578	previous approach	7
6579	regression and	7
6580	opinion is	7
6581	by mining	7
6582	automatically generating	7
6583	to alleviate	7
6584	come to	7
6585	clustering approach	7
6586	keywords in	7
6587	retrieval is	7
6588	of open	7
6589	training dataset	7
6590	product description	7
6591	spectrum of	7
6592	perform a	7
6593	biomedical natural	7
6594	microblog text	7
6595	and financial	7
6596	and facebook	7
6597	is challenging	7
6598	of discovering	7
6599	and category	7
6600	is limited	7
6601	mining framework	7
6602	of text-mining	7
6603	classification system	7
6604	module to	7
6605	and demonstrate	7
6606	a named	7
6607	of feedback	7
6608	theme in	7
6609	different machine	7
6610	computer interaction	7
6611	work proposes	7
6612	parse tree	7
6613	a group	7
6614	is suitable	7
6615	language used	7
6616	to automatic	7
6617	scoping review	7
6618	evaluation on	7
6619	a real	7
6620	community and	7
6621	tool is	7
6622	different topic	7
6623	repository of	7
6624	essential in	7
6625	feature weight	7
6626	a clear	7
6627	conceptual model	7
6628	a public	7
6629	public mood	7
6630	relatedness of	7
6631	text written	7
6632	latent topic	7
6633	text mining-based	7
6634	developed system	7
6635	opinion towards	7
6636	to derive	7
6637	and increase	7
6638	available online	7
6639	molecular biology	7
6640	special issue	7
6641	biomedical data	7
6642	by developing	7
6643	in knowledge	7
6644	in structured	7
6645	general and	7
6646	review content	7
6647	of consumer	7
6648	survey and	7
6649	emotion of	7
6650	is analyzed	7
6651	regarded a	7
6652	pattern recognition	7
6653	k-means and	7
6654	and k-means	7
6655	document set	7
6656	and ranking	7
6657	summary by	7
6658	by proposing	7
6659	to establish	7
6660	difficult task	7
6661	and semantics	7
6662	to monitor	7
6663	prior knowledge	7
6664	processing algorithm	7
6665	retrieval based	7
6666	is computed	7
6667	fast and	7
6668	defined by	7
6669	obtain a	7
6670	in detecting	7
6671	absence of	7
6672	detect and	7
6673	is freely	7
6674	sentiment on	7
6675	bigram and	7
6676	and trigram	7
6677	in case	7
6678	scientific knowledge	7
6679	publication in	7
6680	main purpose	7
6681	a phrase	7
6682	extracted and	7
6683	a tremendous	7
6684	product service	7
6685	end of	7
6686	behavior in	7
6687	of complex	7
6688	a special	7
6689	network data	7
6690	multivariate analysis	7
6691	application is	7
6692	word on	7
6693	word form	7
6694	diagnosis and	7
6695	patent and	7
6696	food entity	7
6697	applied a	7
6698	and hierarchical	7
6699	reaction to	7
6700	of pattern	7
6701	of author	7
6702	view and	7
6703	and computer	7
6704	automated analysis	7
6705	turkish tweet	7
6706	unstructured form	7
6707	temporal information	7
6708	and hybrid	7
6709	to group	7
6710	of reference	7
6711	hierarchical classification	7
6712	different task	7
6713	a compact	7
6714	common in	7
6715	temporal pattern	7
6716	clustering to	7
6717	correspond to	7
6718	and blog	7
6719	and finally	7
6720	difficult and	7
6721	semantics and	7
6722	of related	7
6723	application like	7
6724	to design	7
6725	a platform	7
6726	problem related	7
6727	different corpus	7
6728	of technical	7
6729	automatically extracting	7
6730	a similar	7
6731	novelty of	7
6732	current work	7
6733	relation among	7
6734	and dynamic	7
6735	a much	7
6736	airline service	7
6737	scale of	7
6738	analysis based	7
6739	respectively on	7
6740	trend analysis	7
6741	social data	7
6742	diversity of	7
6743	and outperforms	7
6744	and understand	7
6745	candidate term	7
6746	and automatic	7
6747	graphical representation	7
6748	annual report	7
6749	on public	7
6750	active learning	7
6751	a technology	7
6752	in china	7
6753	written language	7
6754	wikipedia is	7
6755	framework based	7
6756	analysis system	7
6757	allows user	7
6758	accessible to	7
6759	to software	7
6760	several language	7
6761	death certificate	7
6762	trigger word	7
6763	popularity and	7
6764	a sample	7
6765	enables u	7
6766	of sa	7
6767	of task	7
6768	a dynamic	7
6769	reference to	7
6770	theory of	7
6771	sentiment strength	7
6772	exclusive license	7
6773	identification in	7
6774	and speculation	7
6775	biomedical event	7
6776	weighting scheme	7
6777	formal concept	7
6778	and rank	7
6779	determine whether	7
6780	discovery and	7
6781	icd code	7
6782	of service	7
6783	entity type	7
6784	evaluation by	7
6785	retrieval natural	7
6786	of microblog	7
6787	sharing and	7
6788	estimation of	7
6789	software engineer	7
6790	document cluster	7
6791	entity relation	7
6792	search system	7
6793	opinion retrieval	7
6794	web news	7
6795	ha to	7
6796	of classical	7
6797	fuzzy grammar	7
6798	of protein	7
6799	arabic stemmer	7
6800	cell cycle	7
6801	mining environment	7
6802	dissimilarity measure	7
6803	gene mention	7
6804	to distinguish	6
6805	to organize	6
6806	a limited	6
6807	to several	6
6808	wa able	6
6809	topic is	6
6810	and doe	6
6811	of case	6
6812	frequency inverse	6
6813	in depth	6
6814	summarization method	6
6815	published on	6
6816	by detecting	6
6817	and network	6
6818	event a	6
6819	public sentiment	6
6820	sentiment is	6
6821	in software	6
6822	activity of	6
6823	preprocessing and	6
6824	tokenization stop	6
6825	attention and	6
6826	service in	6
6827	feature like	6
6828	by assigning	6
6829	of published	6
6830	data-driven approach	6
6831	supervised approach	6
6832	belongs to	6
6833	s text	6
6834	method performs	6
6835	characterized by	6
6836	of resource	6
6837	branch of	6
6838	a typical	6
6839	general domain	6
6840	bi-directional long	6
6841	memory network	6
6842	model by	6
6843	a probabilistic	6
6844	in better	6
6845	and better	6
6846	exploitation of	6
6847	aspect-based sentiment	6
6848	employing a	6
6849	analysis model	6
6850	topic evolution	6
6851	research trend	6
6852	including a	6
6853	addition a	6
6854	morphological and	6
6855	not yet	6
6856	public and	6
6857	and private	6
6858	data including	6
6859	in existing	6
6860	done to	6
6861	relation to	6
6862	of model	6
6863	stroke elmo	6
6864	is improved	6
6865	and make	6
6866	investor and	6
6867	ontology a	6
6868	structured knowledge	6
6869	represent a	6
6870	analyze and	6
6871	of fact	6
6872	line of	6
6873	comment on	6
6874	is expected	6
6875	processed in	6
6876	research aim	6
6877	classify text	6
6878	news text	6
6879	various source	6
6880	proposed work	6
6881	algorithm a	6
6882	accurate and	6
6883	parser and	6
6884	concentrate on	6
6885	measure in	6
6886	to categorize	6
6887	modeled a	6
6888	in topic	6
6889	semantic space	6
6890	innovation and	6
6891	and economic	6
6892	a text-mining	6
6893	a recall	6
6894	of building	6
6895	in experiment	6
6896	wa not	6
6897	message is	6
6898	lstm model	6
6899	including text	6
6900	method by	6
6901	language a	6
